,game_id,season,week,season_week,season_type,start_date,start_time_dt,start_time_str,neutral_site,conference_game,attendance,venue_id,venue,home_team,home_team_id,home_conference,home_points,home_line_scores,away_team,away_team_id,away_conference,away_points,away_line_scores,last_updated
0,400548403,2014,1,201401,regular,2014-08-27T19:00:00.000Z,2014-08-27 14:00:00,Wed 08/27/2014 02:00PM CDT,0,0,10140.0,3495,Georgia Dome,Georgia State,2247,Sun Belt,38.0,"[7, 14, 0, 17]",Abilene Christian,2000,,37.0,"[3, 13, 14, 7]",2019-11-12 22:50:18
1,400548402,2014,1,201401,regular,2014-08-28T18:00:00.000Z,2014-08-28 13:00:00,Thu 08/28/2014 01:00PM CDT,0,1,82847.0,3994,Williams-Brice Stadium,South Carolina,2579,SEC,28.0,"[7, 7, 14, 0]",Texas A&M,245,SEC,52.0,"[10, 21, 14, 7]",2019-11-12 22:50:18
2,400547829,2014,1,201401,regular,2014-08-28T19:00:00.000Z,2014-08-28 14:00:00,Thu 08/28/2014 02:00PM CDT,0,0,21003.0,3817,Malone Stadium,Louisiana Monroe,2433,Sun Belt,17.0,"[0, 0, 10, 7]",Wake Forest,154,ACC,10.0,"[7, 3, 0, 0]",2019-11-12 22:50:18
3,400548092,2014,1,201401,regular,2014-08-28T19:00:00.000Z,2014-08-28 14:00:00,Thu 08/28/2014 02:00PM CDT,0,0,15793.0,3786,Kelly/Shorts Stadium,Central Michigan,2117,Mid-American,20.0,"[0, 7, 13, 0]",Chattanooga,236,,16.0,"[3, 13, 0, 0]",2019-11-12 22:50:18
4,400548091,2014,1,201401,regular,2014-08-28T19:00:00.000Z,2014-08-28 14:00:00,Thu 08/28/2014 02:00PM CDT,0,0,12398.0,3764,Brigham Field at Huskie Stadium,Northern Illinois,2459,Mid-American,55.0,"[17, 17, 21, 0]",Presbyterian College,2506,,3.0,"[0, 0, 3, 0]",2019-11-12 22:50:18
5,400548090,2014,1,201401,regular,2014-08-28T19:00:00.000Z,2014-08-28 14:00:00,Thu 08/28/2014 02:00PM CDT,0,0,9104.0,3768,Summa Field at InfoCision Stadium,Akron,2006,Mid-American,41.0,"[21, 0, 13, 7]",Howard,47,,0.0,"[0, 0, 0, 0]",2019-11-12 22:50:18
6,400547960,2014,1,201401,regular,2014-08-28T19:00:00.000Z,2014-08-28 14:00:00,Thu 08/28/2014 02:00PM CDT,0,0,0.0,3953,TCF Bank Stadium,Minnesota,135,Big Ten,42.0,"[7, 7, 7, 21]",Eastern Illinois,2197,,20.0,"[0, 0, 0, 20]",2019-11-12 22:50:18
7,400548256,2014,1,201401,regular,2014-08-28T19:30:00.000Z,2014-08-28 14:30:00,Thu 08/28/2014 02:30PM CDT,0,0,45925.0,587,Rice-Eccles Stadium,Utah,254,Pac-12,56.0,"[14, 21, 14, 7]",Idaho State,304,,14.0,"[7, 0, 7, 0]",2019-11-12 22:50:18
8,400548404,2014,1,201401,regular,2014-08-28T20:00:00.000Z,2014-08-28 15:00:00,Thu 08/28/2014 03:00PM CDT,0,0,13772.0,3601,Aggie Memorial Stadium,New Mexico State,166,Sun Belt,28.0,"[7, 7, 7, 7]",Cal Poly,13,,10.0,"[7, 3, 0, 0]",2019-11-12 22:50:18
9,400548169,2014,1,201401,regular,2014-08-28T20:00:00.000Z,2014-08-28 15:00:00,Thu 08/28/2014 03:00PM CDT,1,0,32823.0,3495,Georgia Dome,Ole Miss,145,SEC,35.0,"[7, 0, 0, 28]",Boise State,68,Mountain West,13.0,"[0, 3, 3, 7]",2019-11-12 22:50:18
10,400547647,2014,1,201401,regular,2014-08-28T20:00:00.000Z,2014-08-28 15:00:00,Thu 08/28/2014 03:00PM CDT,0,1,19032.0,3674,Skelly Field at H. A. Chapman Stadium,Tulsa,202,American Athletic,38.0,"[0, 14, 3, 11, 3, 7]",Tulane,2655,American Athletic,31.0,"[7, 14, 0, 7, 3, 0]",2019-11-12 22:50:18
11,400553383,2014,1,201401,regular,2014-08-28T22:00:00.000Z,2014-08-28 17:00:00,Thu 08/28/2014 05:00PM CDT,0,0,10371.0,3935,Spartan Stadium,San José State,23,Mountain West,42.0,"[14, 7, 14, 7]",North Dakota,155,,10.0,"[0, 3, 0, 7]",2019-11-12 22:50:18
12,400547993,2014,1,201401,regular,2014-08-28T22:00:00.000Z,2014-08-28 17:00:00,Thu 08/28/2014 05:00PM CDT,0,0,30927.0,3673,CenturyLink Field,Washington State,265,Pac-12,38.0,"[3, 14, 14, 7]",Rutgers,164,Big Ten,41.0,"[7, 14, 3, 17]",2019-11-12 22:50:18
13,400548255,2014,1,201401,regular,2014-08-28T22:30:00.000Z,2014-08-28 17:30:00,Thu 08/28/2014 05:30PM CDT,0,0,52133.0,3947,Sun Devil Stadium,Arizona State,9,Pac-12,45.0,"[17, 14, 14, 0]",Weber State,2692,,14.0,"[0, 0, 7, 7]",2019-11-12 22:50:18
14,400547640,2014,1,201401,regular,2014-08-28T22:50:00.000Z,2014-08-28 17:50:00,Thu 08/28/2014 05:50PM CDT,0,0,31731.0,3973,Vanderbilt Stadium,Vanderbilt,238,SEC,7.0,"[0, 7, 0, 0]",Temple,218,American Athletic,37.0,"[7, 14, 13, 3]",2019-11-12 22:50:18
15,400547641,2014,1,201401,regular,2014-08-29T19:00:00.000Z,2014-08-29 14:00:00,Fri 08/29/2014 02:00PM CDT,0,0,35150.0,3892,Rentschler Field,Connecticut,41,American Athletic,10.0,"[0, 7, 0, 3]",BYU,252,FBS Independents,35.0,"[14, 14, 0, 7]",2019-11-12 22:50:18
16,400547815,2014,1,201401,regular,2014-08-29T19:30:00.000Z,2014-08-29 14:30:00,Fri 08/29/2014 02:30PM CDT,0,0,41189.0,1964,Carrier Dome,Syracuse,183,ACC,27.0,"[7, 3, 7, 0, 3, 7]",Villanova,222,,26.0,"[0, 7, 7, 3, 3, 6]",2019-11-12 22:50:18
17,400547952,2014,1,201401,regular,2014-08-29T19:30:00.000Z,2014-08-29 14:30:00,Fri 08/29/2014 02:30PM CDT,0,0,75127.0,3936,Spartan Stadium,Michigan State,127,Big Ten,45.0,"[21, 17, 7, 0]",Jacksonville State,55,,7.0,"[0, 0, 7, 0]",2019-11-12 22:50:18
18,400548003,2014,1,201401,regular,2014-08-29T19:30:00.000Z,2014-08-29 14:30:00,Fri 08/29/2014 02:30PM CDT,0,0,17215.0,3796,Houchens Industries-L. T. Smith Stadium,Western Kentucky,98,Conference USA,59.0,"[14, 17, 14, 14]",Bowling Green,189,Mid-American,31.0,"[0, 10, 14, 7]",2019-11-12 22:50:18
19,400548171,2014,1,201401,regular,2014-08-29T21:00:00.000Z,2014-08-29 16:00:00,Fri 08/29/2014 04:00PM CDT,1,0,63363.0,3937,Sports Authority Field at Mile High,Colorado,38,Pac-12,17.0,"[7, 3, 7, 0]",Colorado State,36,Mountain West,31.0,"[0, 7, 7, 17]",2019-11-12 22:50:18
20,400547644,2014,1,201401,regular,2014-08-29T21:00:00.000Z,2014-08-29 16:00:00,Fri 08/29/2014 04:00PM CDT,0,0,40755.0,4728,John O'Quinn Field at TDECU Stadium,Houston,248,American Athletic,7.0,"[0, 0, 0, 7]",UT San Antonio,2636,Conference USA,27.0,"[7, 7, 10, 3]",2019-11-12 22:50:18
21,400548177,2014,1,201401,regular,2014-08-29T22:30:00.000Z,2014-08-29 17:30:00,Fri 08/29/2014 05:30PM CDT,0,0,50103.0,3619,Arizona Stadium,Arizona,12,Pac-12,58.0,"[14, 10, 24, 10]",UNLV,2439,Mountain West,13.0,"[0, 6, 7, 0]",2019-11-12 22:50:18
22,400547642,2014,1,201401,regular,2014-08-30T08:30:00.000Z,2014-08-30 03:30:00,Sat 08/30/2014 03:30AM CDT,1,0,53304.0,4737,Croke Park Stadium,UCF,2116,American Athletic,24.0,"[0, 3, 7, 14]",Penn State,213,Big Ten,26.0,"[7, 3, 10, 6]",2019-11-12 22:50:18
23,400548400,2014,1,201401,regular,2014-08-30T12:00:00.000Z,2014-08-30 07:00:00,Sat 08/30/2014 07:00AM CDT,0,0,50398.0,3683,Commonwealth Stadium,Kentucky,96,SEC,59.0,"[14, 21, 17, 7]",UT Martin,2630,,14.0,"[0, 0, 0, 14]",2019-11-12 22:50:18
24,400547982,2014,1,201401,regular,2014-08-30T12:00:00.000Z,2014-08-30 07:00:00,Sat 08/30/2014 07:00AM CDT,1,0,57579.0,3814,M&T Bank Stadium,Navy,2426,FBS Independents,17.0,"[0, 7, 7, 3]",Ohio State,194,Big Ten,34.0,"[3, 3, 14, 14]",2019-11-12 22:50:18
25,400547820,2014,1,201401,regular,2014-08-30T12:00:00.000Z,2014-08-30 07:00:00,Sat 08/30/2014 07:00AM CDT,0,0,44749.0,3923,Scott Stadium,Virginia,258,ACC,20.0,"[0, 10, 7, 3]",UCLA,26,Pac-12,28.0,"[0, 21, 7, 0]",2019-11-12 22:50:18
26,400547808,2014,1,201401,regular,2014-08-30T12:00:00.000Z,2014-08-30 07:00:00,Sat 08/30/2014 07:00AM CDT,0,0,40549.0,3752,Heinz Field,Pittsburgh,221,ACC,62.0,"[21, 21, 13, 7]",Delaware,48,,0.0,"[0, 0, 0, 0]",2019-11-12 22:50:18
27,400547943,2014,1,201401,regular,2014-08-30T12:00:00.000Z,2014-08-30 07:00:00,Sat 08/30/2014 07:00AM CDT,0,0,106811.0,3558,Michigan Stadium,Michigan,130,Big Ten,52.0,"[14, 21, 14, 3]",Appalachian State,2026,Sun Belt,14.0,"[0, 0, 7, 7]",2019-11-12 22:50:18
28,400547840,2014,1,201401,regular,2014-08-30T12:00:00.000Z,2014-08-30 07:00:00,Sat 08/30/2014 07:00AM CDT,0,0,54800.0,3772,Jack Trice Stadium,Iowa State,66,Big 12,14.0,"[7, 7, 0, 0]",North Dakota State,2449,,34.0,"[0, 17, 10, 7]",2019-11-12 22:50:18
29,400547904,2014,1,201401,regular,2014-08-30T12:00:00.000Z,2014-08-30 07:00:00,Sat 08/30/2014 07:00AM CDT,0,0,36234.0,3832,Memorial Stadium,Illinois,356,Big Ten,28.0,"[0, 7, 0, 21]",Youngstown State,2754,,17.0,"[3, 3, 3, 8]",2019-11-12 22:50:18
30,400547916,2014,1,201401,regular,2014-08-30T12:00:00.000Z,2014-08-30 07:00:00,Sat 08/30/2014 07:00AM CDT,0,0,38006.0,3830,Memorial Stadium,Indiana,84,Big Ten,28.0,"[14, 7, 0, 7]",Indiana State,282,,10.0,"[3, 0, 7, 0]",2019-11-12 22:50:18
31,400547928,2014,1,201401,regular,2014-08-30T12:00:00.000Z,2014-08-30 07:00:00,Sat 08/30/2014 07:00AM CDT,0,0,0.0,3793,Kinnick Stadium,Iowa,2294,Big Ten,31.0,"[7, 10, 7, 7]",Northern Iowa,2460,,23.0,"[3, 10, 7, 3]",2019-11-12 22:50:18
32,400547988,2014,1,201401,regular,2014-08-30T12:00:00.000Z,2014-08-30 07:00:00,Sat 08/30/2014 07:00AM CDT,0,0,37031.0,3907,Ross-Ade Stadium,Purdue,2509,Big Ten,43.0,"[7, 16, 14, 6]",Western Michigan,2711,Mid-American,34.0,"[7, 7, 14, 6]",2019-11-12 22:50:18
33,400548010,2014,1,201401,regular,2014-08-30T12:00:00.000Z,2014-08-30 07:00:00,Sat 08/30/2014 07:00AM CDT,0,0,27133.0,3803,Legion Field,UAB,5,Conference USA,48.0,"[17, 7, 14, 10]",Troy,2653,Sun Belt,10.0,"[7, 3, 0, 0]",2019-11-12 22:50:18
34,400547802,2014,1,201401,regular,2014-08-30T12:30:00.000Z,2014-08-30 07:30:00,Sat 08/30/2014 07:30AM CDT,0,0,54273.0,3670,Carter-Finley Stadium,NC State,152,ACC,24.0,"[3, 0, 7, 14]",Georgia Southern,290,Sun Belt,23.0,"[7, 10, 3, 3]",2019-11-12 22:50:18
35,400547772,2014,1,201401,regular,2014-08-30T12:30:00.000Z,2014-08-30 07:30:00,Sat 08/30/2014 07:30AM CDT,0,0,45403.0,721,Bobby Dodd Stadium at Historic Grant Field,Georgia Tech,59,ACC,38.0,"[7, 3, 14, 14]",Wofford,2747,,19.0,"[3, 6, 3, 7]",2019-11-12 22:50:18
36,400548170,2014,1,201401,regular,2014-08-30T14:00:00.000Z,2014-08-30 09:00:00,Sat 08/30/2014 09:00AM CDT,0,0,32038.0,3713,Falcon Stadium,Air Force,2005,Mountain West,44.0,"[9, 14, 14, 7]",Nicholls,2447,,16.0,"[6, 3, 0, 7]",2019-11-12 22:50:18
37,400548093,2014,1,201401,regular,2014-08-30T14:00:00.000Z,2014-08-30 09:00:00,Sat 08/30/2014 09:00AM CDT,0,0,9659.0,3919,Scheumann Stadium,Ball State,2050,Mid-American,30.0,"[10, 10, 10, 0]",Colgate,2142,,10.0,"[0, 7, 0, 3]",2019-11-12 22:50:18
38,400547728,2014,1,201401,regular,2014-08-30T15:00:00.000Z,2014-08-30 10:00:00,Sat 08/30/2014 10:00AM CDT,0,0,30479.0,3738,Gillette Stadium,UMass,113,Mid-American,7.0,"[0, 0, 7, 0]",Boston College,103,ACC,30.0,"[0, 6, 14, 10]",2019-11-12 22:50:18
39,400548174,2014,1,201401,regular,2014-08-30T15:00:00.000Z,2014-08-30 10:00:00,Sat 08/30/2014 10:00AM CDT,0,0,21021.0,3816,Mackay Stadium,Nevada,2440,Mountain West,28.0,"[0, 7, 14, 7]",Southern Utah,253,,19.0,"[0, 0, 6, 13]",2019-11-12 22:50:18
40,400548007,2014,1,201401,regular,2014-08-30T15:30:00.000Z,2014-08-30 10:30:00,Sat 08/30/2014 10:30AM CDT,0,0,20118.0,3918,Foreman Field,Old Dominion,295,Conference USA,41.0,"[7, 21, 13, 0]",Hampton,2261,,28.0,"[0, 14, 7, 7]",2019-11-12 22:50:18
41,400548005,2014,1,201401,regular,2014-08-30T15:30:00.000Z,2014-08-30 10:30:00,Sat 08/30/2014 10:30AM CDT,0,0,19005.0,3996,Yager Stadium,Miami (OH),193,Mid-American,27.0,"[0, 3, 17, 7]",Marshall,276,Conference USA,42.0,"[14, 14, 0, 14]",2019-11-12 22:50:18
42,400547835,2014,1,201401,regular,2014-08-30T15:30:00.000Z,2014-08-30 10:30:00,Sat 08/30/2014 10:30AM CDT,1,0,70502.0,3495,Georgia Dome,Alabama,333,SEC,33.0,"[3, 17, 10, 3]",West Virginia,277,Big 12,23.0,"[3, 14, 3, 3]",2019-11-12 22:50:18
43,400548401,2014,1,201401,regular,2014-08-30T15:30:00.000Z,2014-08-30 10:30:00,Sat 08/30/2014 10:30AM CDT,0,0,60589.0,3838,Faurot Field,Missouri,142,SEC,38.0,"[21, 0, 7, 10]",South Dakota State,2571,,18.0,"[7, 3, 8, 0]",2019-11-12 22:50:18
44,400547968,2014,1,201401,regular,2014-08-30T15:30:00.000Z,2014-08-30 10:30:00,Sat 08/30/2014 10:30AM CDT,0,0,91441.0,3834,Memorial Stadium,Nebraska,158,Big Ten,55.0,"[14, 17, 17, 7]",Florida Atlantic,2226,Conference USA,7.0,"[7, 0, 0, 0]",2019-11-12 22:50:18
45,400548094,2014,1,201401,regular,2014-08-30T15:30:00.000Z,2014-08-30 10:30:00,Sat 08/30/2014 10:30AM CDT,0,0,20329.0,3965,UB Stadium,Buffalo,2084,Mid-American,38.0,"[14, 7, 3, 14]",Duquesne,2184,,28.0,"[0, 7, 14, 7]",2019-11-12 22:50:18
46,400547975,2014,1,201401,regular,2014-08-30T15:30:00.000Z,2014-08-30 10:30:00,Sat 08/30/2014 10:30AM CDT,0,0,34228.0,3911,Ryan Field,Northwestern,77,Big Ten,24.0,"[0, 7, 14, 3]",California,25,Pac-12,31.0,"[14, 10, 7, 0]",2019-11-12 22:50:18
47,400547936,2014,1,201401,regular,2014-08-30T15:30:00.000Z,2014-08-30 10:30:00,Sat 08/30/2014 10:30AM CDT,0,0,45080.0,3665,Maryland Stadium,Maryland,120,Big Ten,52.0,"[17, 7, 21, 7]",James Madison,256,,7.0,"[0, 0, 0, 7]",2019-11-12 22:50:18
48,400548008,2014,1,201401,regular,2014-08-30T15:30:00.000Z,2014-08-30 10:30:00,Sat 08/30/2014 10:30AM CDT,0,0,80795.0,3855,Notre Dame Stadium,Notre Dame,87,FBS Independents,48.0,"[14, 14, 10, 10]",Rice,242,Conference USA,17.0,"[7, 3, 0, 7]",2019-11-12 22:50:18
49,400547825,2014,1,201401,regular,2014-08-30T16:00:00.000Z,2014-08-30 11:00:00,Sat 08/30/2014 11:00AM CDT,0,0,62722.0,3799,Lane Stadium,Virginia Tech,259,ACC,34.0,"[7, 10, 10, 7]",William & Mary,2729,,9.0,"[3, 3, 3, 0]",2019-11-12 22:50:18
50,400548398,2014,1,201401,regular,2014-08-30T16:00:00.000Z,2014-08-30 11:00:00,Sat 08/30/2014 11:00AM CDT,0,1,87451.0,3785,Jordan-Hare Stadium,Auburn,2,SEC,45.0,"[14, 7, 14, 10]",Arkansas,8,SEC,21.0,"[7, 14, 0, 0]",2019-11-12 22:50:18
51,400548259,2014,1,201401,regular,2014-08-30T16:00:00.000Z,2014-08-30 11:00:00,Sat 08/30/2014 11:00AM CDT,0,0,49509.0,3940,Stanford Stadium,Stanford,24,Pac-12,45.0,"[14, 24, 0, 7]",UC Davis,302,,0.0,"[0, 0, 0, 0]",2019-11-12 22:50:18
52,400548179,2014,1,201401,regular,2014-08-30T16:00:00.000Z,2014-08-30 11:00:00,Sat 08/30/2014 11:00AM CDT,0,0,25243.0,3984,War Memorial Stadium,Wyoming,2751,Mountain West,17.0,"[3, 0, 14, 0]",Montana,149,,12.0,"[0, 6, 0, 6]",2019-11-12 22:50:18
53,400548258,2014,1,201401,regular,2014-08-30T16:00:00.000Z,2014-08-30 11:00:00,Sat 08/30/2014 11:00AM CDT,0,0,40309.0,3893,Reser Stadium,Oregon State,204,Pac-12,29.0,"[6, 7, 13, 3]",Portland State,2502,,14.0,"[0, 14, 0, 0]",2019-11-12 22:50:18
54,400547740,2014,1,201401,regular,2014-08-30T17:30:00.000Z,2014-08-30 12:30:00,Sat 08/30/2014 12:30PM CDT,0,0,92746.0,3917,Sanford Stadium,Georgia,61,SEC,45.0,"[14, 7, 3, 21]",Clemson,228,ACC,21.0,"[7, 14, 0, 0]",2019-11-12 22:50:18
55,400547795,2014,1,201401,regular,2014-08-30T18:00:00.000Z,2014-08-30 13:00:00,Sat 08/30/2014 01:00PM CDT,0,0,51000.0,3787,Kenan Memorial Stadium,North Carolina,153,ACC,56.0,"[14, 7, 28, 7]",Liberty,2335,,29.0,"[7, 8, 7, 7]",2019-11-12 22:50:18
56,400547751,2014,1,201401,regular,2014-08-30T18:00:00.000Z,2014-08-30 13:00:00,Sat 08/30/2014 01:00PM CDT,0,0,0.0,3982,Wallace Wade Stadium,Duke,150,ACC,52.0,"[7, 21, 10, 14]",Elon,2210,,13.0,"[3, 3, 0, 7]",2019-11-12 22:50:18
57,400548097,2014,1,201401,regular,2014-08-30T18:00:00.000Z,2014-08-30 13:00:00,Sat 08/30/2014 01:00PM CDT,0,1,22754.0,3696,Dix Stadium,Kent State,2309,Mid-American,14.0,"[7, 0, 0, 7]",Ohio,195,Mid-American,17.0,"[7, 7, 0, 3]",2019-11-12 22:50:18
58,400548095,2014,1,201401,regular,2014-08-30T18:00:00.000Z,2014-08-30 13:00:00,Sat 08/30/2014 01:00PM CDT,0,0,0.0,3912,Rynearson Stadium,Eastern Michigan,2199,Mid-American,31.0,"[14, 7, 7, 3]",Morgan State,2415,,28.0,"[7, 14, 7, 0]",2019-11-12 22:50:18
59,400548407,2014,1,201401,regular,2014-08-30T19:00:00.000Z,2014-08-30 14:00:00,Sat 08/30/2014 02:00PM CDT,0,0,17813.0,3644,Jim Wacker Field at Bobcat Stadium,Texas State,326,Sun Belt,65.0,"[14, 28, 9, 14]",Arkansas-Pine Bluff,2029,,0.0,"[0, 0, 0, 0]",2019-11-12 22:50:18
60,400547645,2014,1,201401,regular,2014-08-30T19:00:00.000Z,2014-08-30 14:00:00,Sat 08/30/2014 02:00PM CDT,0,0,27361.0,3805,Liberty Bowl Memorial Stadium,Memphis,235,American Athletic,63.0,"[21, 21, 14, 7]",Austin Peay,2046,,0.0,"[0, 0, 0, 0]",2019-11-12 22:50:18
61,400547646,2014,1,201401,regular,2014-08-30T19:00:00.000Z,2014-08-30 14:00:00,Sat 08/30/2014 02:00PM CDT,0,0,31642.0,3886,Raymond James Stadium,South Florida,58,American Athletic,36.0,"[3, 13, 7, 13]",Western Carolina,2717,,31.0,"[14, 3, 0, 14]",2019-11-12 22:50:18
62,400547837,2014,1,201401,regular,2014-08-30T19:00:00.000Z,2014-08-30 14:00:00,Sat 08/30/2014 02:00PM CDT,0,0,40094.0,3616,Amon G. Carter Stadium,TCU,2628,Big 12,48.0,"[14, 10, 10, 14]",Samford,2535,,14.0,"[0, 7, 0, 7]",2019-11-12 22:50:18
63,400548175,2014,1,201401,regular,2014-08-30T19:00:00.000Z,2014-08-30 14:00:00,Sat 08/30/2014 02:00PM CDT,0,0,30761.0,3932,Qualcomm Stadium,San Diego State,21,Mountain West,38.0,"[14, 10, 7, 7]",Northern Arizona,2464,,7.0,"[0, 0, 7, 0]",2019-11-12 22:50:18
64,400547838,2014,1,201401,regular,2014-08-30T19:00:00.000Z,2014-08-30 14:00:00,Sat 08/30/2014 02:00PM CDT,0,0,60778.0,3784,Jones AT&T Stadium,Texas Tech,2641,Big 12,42.0,"[7, 14, 7, 14]",Central Arkansas,2110,,35.0,"[3, 13, 5, 14]",2019-11-12 22:50:18
65,400547834,2014,1,201401,regular,2014-08-30T19:00:00.000Z,2014-08-30 14:00:00,Sat 08/30/2014 02:00PM CDT,0,0,85063.0,3835,Gaylord Family Oklahoma Memorial Stadium,Oklahoma,201,Big 12,48.0,"[21, 10, 10, 7]",Louisiana Tech,2348,Conference USA,16.0,"[0, 3, 0, 13]",2019-11-12 22:50:18
66,400548096,2014,1,201401,regular,2014-08-30T19:00:00.000Z,2014-08-30 14:00:00,Sat 08/30/2014 02:00PM CDT,0,0,20184.0,3739,Glass Bowl,Toledo,2649,Mid-American,54.0,"[3, 13, 21, 17]",New Hampshire,160,,20.0,"[7, 7, 6, 0]",2019-11-12 22:50:18
67,400548006,2014,1,201401,regular,2014-08-30T19:00:00.000Z,2014-08-30 14:00:00,Sat 08/30/2014 02:00PM CDT,0,0,15605.0,3725,"Johnny Red"""" Floyd Stadium""""",Middle Tennessee,2393,Conference USA,61.0,"[20, 14, 20, 7]",Savannah State,2542,,7.0,"[0, 0, 0, 7]",2019-11-12 22:50:18
68,400548004,2014,1,201401,regular,2014-08-30T19:00:00.000Z,2014-08-30 14:00:00,Sat 08/30/2014 02:00PM CDT,0,0,14053.0,218,FIU Stadium,Florida International,2229,Conference USA,12.0,"[0, 6, 0, 6]",Bethune-Cookman,2065,,14.0,"[0, 7, 0, 7]",2019-11-12 22:50:18
69,400548406,2014,1,201401,regular,2014-08-30T19:00:00.000Z,2014-08-30 14:00:00,Sat 08/30/2014 02:00PM CDT,0,0,36170.0,3666,Cajun Field,Louisiana,309,Sun Belt,45.0,"[10, 14, 7, 14]",Southern,2582,,6.0,"[0, 0, 6, 0]",2019-11-12 22:50:18
70,400548405,2014,1,201401,regular,2014-08-30T19:00:00.000Z,2014-08-30 14:00:00,Sat 08/30/2014 02:00PM CDT,0,0,26143.0,3625,Centennial Bank Stadium,Arkansas State,2032,Sun Belt,37.0,"[10, 3, 10, 14]",Montana State,147,,10.0,"[7, 0, 3, 0]",2019-11-12 22:50:18
71,400547839,2014,1,201401,regular,2014-08-30T19:10:00.000Z,2014-08-30 14:10:00,Sat 08/30/2014 02:10PM CDT,0,0,52830.0,3636,Bill Snyder Family Football Stadium,Kansas State,2306,Big 12,55.0,"[7, 21, 14, 13]",Stephen F. Austin,2617,,16.0,"[0, 10, 6, 0]",2019-11-12 22:50:18
72,400548172,2014,1,201401,regular,2014-08-30T19:30:00.000Z,2014-08-30 14:30:00,Sat 08/30/2014 02:30PM CDT,0,0,76037.0,477,Los Angeles Memorial Coliseum,USC,30,Pac-12,52.0,"[21, 10, 21, 0]",Fresno State,278,Mountain West,13.0,"[0, 7, 6, 0]",2019-11-12 22:50:18
73,400548009,2014,1,201401,regular,2014-08-30T19:30:00.000Z,2014-08-30 14:30:00,Sat 08/30/2014 02:30PM CDT,0,0,61889.0,3693,Davis Wade Stadium,Mississippi State,344,SEC,49.0,"[7, 21, 14, 7]",Southern Mississippi,2572,Conference USA,0.0,"[0, 0, 0, 0]",2019-11-12 22:50:18
74,400547762,2014,1,201401,regular,2014-08-30T20:00:00.000Z,2014-08-30 15:00:00,Sat 08/30/2014 03:00PM CDT,1,0,61521.0,3687,AT&T Stadium,Oklahoma State,197,Big 12,31.0,"[0, 10, 7, 14]",Florida State,52,ACC,37.0,"[10, 7, 10, 10]",2019-11-12 22:50:18
75,400548011,2014,1,201401,regular,2014-08-30T20:00:00.000Z,2014-08-30 15:00:00,Sat 08/30/2014 03:00PM CDT,0,0,0.0,3971,University Stadium,New Mexico,167,Mountain West,24.0,"[7, 0, 14, 3]",UTEP,2638,Conference USA,31.0,"[14, 10, 0, 7]",2019-11-12 22:50:18
76,400547836,2014,1,201401,regular,2014-08-30T20:00:00.000Z,2014-08-30 15:00:00,Sat 08/30/2014 03:00PM CDT,0,0,93201.0,3910,Darrell K Royal-Texas Memorial Stadium,Texas,251,Big 12,38.0,"[7, 14, 7, 10]",North Texas,249,Conference USA,7.0,"[0, 0, 0, 7]",2019-11-12 22:50:18
77,400547643,2014,1,201401,regular,2014-08-30T20:00:00.000Z,2014-08-30 15:00:00,Sat 08/30/2014 03:00PM CDT,0,0,42758.0,3699,Dowdy-Ficklen Stadium,East Carolina,151,American Athletic,52.0,"[10, 21, 7, 14]",North Carolina Central,2428,,7.0,"[7, 0, 0, 0]",2019-11-12 22:50:18
78,400548000,2014,1,201401,regular,2014-08-30T21:00:00.000Z,2014-08-30 16:00:00,Sat 08/30/2014 04:00PM CDT,1,0,71599.0,3891,NRG Stadium,LSU,99,SEC,28.0,"[7, 0, 6, 15]",Wisconsin,275,Big Ten,24.0,"[10, 7, 7, 0]",2019-11-12 22:50:18
79,400548173,2014,1,201401,regular,2014-08-30T22:30:00.000Z,2014-08-30 17:30:00,Sat 08/30/2014 05:30PM CDT,0,0,0.0,3610,Aloha Stadium,Hawai'i,62,Mountain West,16.0,"[10, 0, 3, 3]",Washington,264,Pac-12,17.0,"[7, 10, 0, 0]",2019-11-12 22:50:18
80,400548257,2014,1,201401,regular,2014-08-30T22:30:00.000Z,2014-08-30 17:30:00,Sat 08/30/2014 05:30PM CDT,0,0,57388.0,3626,Autzen Stadium,Oregon,2483,Pac-12,62.0,"[21, 20, 7, 14]",South Dakota,233,,13.0,"[3, 10, 0, 0]",2019-11-12 22:50:18
81,400548178,2014,1,201401,regular,2014-08-31T19:00:00.000Z,2014-08-31 14:00:00,Sun 08/31/2014 02:00PM CDT,0,0,102455.0,3853,Neyland Stadium,Tennessee,2633,SEC,38.0,"[14, 3, 7, 14]",Utah State,328,Mountain West,7.0,"[0, 0, 0, 7]",2019-11-12 22:50:18
82,400547648,2014,1,201401,regular,2014-08-31T19:30:00.000Z,2014-08-31 14:30:00,Sun 08/31/2014 02:30PM CDT,0,0,0.0,4727,McLane Stadium,Baylor,239,Big 12,45.0,"[24, 7, 7, 7]",SMU,2567,American Athletic,0.0,"[0, 0, 0, 0]",2019-11-12 22:50:18
83,400547786,2014,1,201401,regular,2014-09-01T20:00:00.000Z,2014-09-01 15:00:00,Mon 09/01/2014 03:00PM CDT,0,1,55428.0,3873,Papa John's Cardinal Stadium,Louisville,97,ACC,31.0,"[7, 7, 7, 10]",Miami,2390,ACC,13.0,"[0, 10, 3, 0]",2019-11-12 22:50:18
